Date,Artist,Song,Week
1985-11-30,Phil Collins and Marilyn Martin,Separate Lives,1
1985-12-01,Phil Collins and Marilyn Martin,Separate Lives,1
1985-12-02,Mr. Mister,Broken Wings,2
1985-12-03,Mr. Mister,Broken Wings,2
1985-12-04,Mr. Mister,Broken Wings,2
1985-12-05,Mr. Mister,Broken Wings,2
1985-12-06,Mr. Mister,Broken Wings,2
1985-12-07,Mr. Mister,Broken Wings,2
1985-12-08,Mr. Mister,Broken Wings,2
1985-12-09,Mr. Mister,Broken Wings,2
1985-12-10,Mr. Mister,Broken Wings,2
1985-12-11,Mr. Mister,Broken Wings,2
1985-12-12,Mr. Mister,Broken Wings,2
1985-12-13,Mr. Mister,Broken Wings,2
1985-12-14,Mr. Mister,Broken Wings,2
1985-12-15,Mr. Mister,Broken Wings,2
1985-12-16,Lionel Richie,"Say You, Say Me",4
1985-12-17,Lionel Richie,"Say You, Say Me",4
1985-12-18,Lionel Richie,"Say You, Say Me",4
1985-12-19,Lionel Richie,"Say You, Say Me",4
1985-12-20,Lionel Richie,"Say You, Say Me",4
1985-12-21,Lionel Richie,"Say You, Say Me",4
1985-12-22,Lionel Richie,"Say You, Say Me",4
1985-12-23,Lionel Richie,"Say You, Say Me",4
1985-12-24,Lionel Richie,"Say You, Say Me",4
1985-12-25,Lionel Richie,"Say You, Say Me",4
1985-12-26,Lionel Richie,"Say You, Say Me",4
1985-12-27,Lionel Richie,"Say You, Say Me",4
1985-12-28,Lionel Richie,"Say You, Say Me",4
1985-12-29,Lionel Richie,"Say You, Say Me",4
1985-12-30,Lionel Richie,"Say You, Say Me",4
1985-12-31,Lionel Richie,"Say You, Say Me",4
1986-01-01,Lionel Richie,"Say You, Say Me",4
1986-01-02,Lionel Richie,"Say You, Say Me",4
1986-01-03,Lionel Richie,"Say You, Say Me",4
1986-01-04,Lionel Richie,"Say You, Say Me",4
1986-01-05,Lionel Richie,"Say You, Say Me",4
1986-01-06,Lionel Richie,"Say You, Say Me",4
1986-01-07,Lionel Richie,"Say You, Say Me",4
1986-01-08,Lionel Richie,"Say You, Say Me",4
1986-01-09,Lionel Richie,"Say You, Say Me",4
1986-01-10,Lionel Richie,"Say You, Say Me",4
1986-01-11,Lionel Richie,"Say You, Say Me",4
1986-01-12,Lionel Richie,"Say You, Say Me",4
1986-01-13,Dionne & Friends,That's What Friends Are For,4
1986-01-14,Dionne & Friends,That's What Friends Are For,4
1986-01-15,Dionne & Friends,That's What Friends Are For,4
1986-01-16,Dionne & Friends,That's What Friends Are For,4
1986-01-17,Dionne & Friends,That's What Friends Are For,4
1986-01-18,Dionne & Friends,That's What Friends Are For,4
1986-01-19,Dionne & Friends,That's What Friends Are For,4
1986-01-20,Dionne & Friends,That's What Friends Are For,4
1986-01-21,Dionne & Friends,That's What Friends Are For,4
1986-01-22,Dionne & Friends,That's What Friends Are For,4
1986-01-23,Dionne & Friends,That's What Friends Are For,4
1986-01-24,Dionne & Friends,That's What Friends Are For,4
1986-01-25,Dionne & Friends,That's What Friends Are For,4
1986-01-26,Dionne & Friends,That's What Friends Are For,4
1986-01-27,Dionne & Friends,That's What Friends Are For,4
1986-01-28,Dionne & Friends,That's What Friends Are For,4
1986-01-29,Dionne & Friends,That's What Friends Are For,4
1986-01-30,Dionne & Friends,That's What Friends Are For,4
1986-01-31,Dionne & Friends,That's What Friends Are For,4
1986-02-01,Dionne & Friends,That's What Friends Are For,4
1986-02-02,Dionne & Friends,That's What Friends Are For,4
1986-02-03,Dionne & Friends,That's What Friends Are For,4
1986-02-04,Dionne & Friends,That's What Friends Are For,4
1986-02-05,Dionne & Friends,That's What Friends Are For,4
1986-02-06,Dionne & Friends,That's What Friends Are For,4
1986-02-07,Dionne & Friends,That's What Friends Are For,4
1986-02-08,Dionne & Friends,That's What Friends Are For,4
1986-02-09,Dionne & Friends,That's What Friends Are For,4
1986-02-10,Whitney Houston,How Will I Know,2
1986-02-11,Whitney Houston,How Will I Know,2
1986-02-12,Whitney Houston,How Will I Know,2
1986-02-13,Whitney Houston,How Will I Know,2
1986-02-14,Whitney Houston,How Will I Know,2
1986-02-15,Whitney Houston,How Will I Know,2
1986-02-16,Whitney Houston,How Will I Know,2
1986-02-17,Whitney Houston,How Will I Know,2
1986-02-18,Whitney Houston,How Will I Know,2
1986-02-19,Whitney Houston,How Will I Know,2
1986-02-20,Whitney Houston,How Will I Know,2
1986-02-21,Whitney Houston,How Will I Know,2
1986-02-22,Whitney Houston,How Will I Know,2
1986-02-23,Whitney Houston,How Will I Know,2
1986-02-24,Mr. Mister,Kyrie,2
1986-02-25,Mr. Mister,Kyrie,2
1986-02-26,Mr. Mister,Kyrie,2
1986-02-27,Mr. Mister,Kyrie,2
1986-02-28,Mr. Mister,Kyrie,2
1986-03-01,Mr. Mister,Kyrie,2
1986-03-02,Mr. Mister,Kyrie,2
1986-03-03,Mr. Mister,Kyrie,2
1986-03-04,Mr. Mister,Kyrie,2
1986-03-05,Mr. Mister,Kyrie,2
1986-03-06,Mr. Mister,Kyrie,2
1986-03-07,Mr. Mister,Kyrie,2
1986-03-08,Mr. Mister,Kyrie,2
1986-03-09,Mr. Mister,Kyrie,2
1986-03-10,Starship,Sara,1
1986-03-11,Starship,Sara,1
1986-03-12,Starship,Sara,1
1986-03-13,Starship,Sara,1
1986-03-14,Starship,Sara,1
1986-03-15,Starship,Sara,1
1986-03-16,Starship,Sara,1
1986-03-17,Heart,These Dreams,1
1986-03-18,Heart,These Dreams,1
1986-03-19,Heart,These Dreams,1
1986-03-20,Heart,These Dreams,1
1986-03-21,Heart,These Dreams,1
1986-03-22,Heart,These Dreams,1
1986-03-23,Heart,These Dreams,1
1986-03-24,Falco,Rock Me Amadeus,3
1986-03-25,Falco,Rock Me Amadeus,3
1986-03-26,Falco,Rock Me Amadeus,3
1986-03-27,Falco,Rock Me Amadeus,3
1986-03-28,Falco,Rock Me Amadeus,3
1986-03-29,Falco,Rock Me Amadeus,3
1986-03-30,Falco,Rock Me Amadeus,3
1986-03-31,Falco,Rock Me Amadeus,3
1986-04-01,Falco,Rock Me Amadeus,3
1986-04-02,Falco,Rock Me Amadeus,3
1986-04-03,Falco,Rock Me Amadeus,3
1986-04-04,Falco,Rock Me Amadeus,3
1986-04-05,Falco,Rock Me Amadeus,3
1986-04-06,Falco,Rock Me Amadeus,3
1986-04-07,Falco,Rock Me Amadeus,3
1986-04-08,Falco,Rock Me Amadeus,3
1986-04-09,Falco,Rock Me Amadeus,3
1986-04-10,Falco,Rock Me Amadeus,3
1986-04-11,Falco,Rock Me Amadeus,3
1986-04-12,Falco,Rock Me Amadeus,3
1986-04-13,Falco,Rock Me Amadeus,3
1986-04-14,Prince And The Revolution,Kiss,2
1986-04-15,Prince And The Revolution,Kiss,2
1986-04-16,Prince And The Revolution,Kiss,2
1986-04-17,Prince And The Revolution,Kiss,2
1986-04-18,Prince And The Revolution,Kiss,2
1986-04-19,Prince And The Revolution,Kiss,2
1986-04-20,Prince And The Revolution,Kiss,2
1986-04-21,Prince And The Revolution,Kiss,2
1986-04-22,Prince And The Revolution,Kiss,2
1986-04-23,Prince And The Revolution,Kiss,2
1986-04-24,Prince And The Revolution,Kiss,2
1986-04-25,Prince And The Revolution,Kiss,2
1986-04-26,Prince And The Revolution,Kiss,2
1986-04-27,Prince And The Revolution,Kiss,2
1986-04-28,Robert Palmer,Addicted To Love,1
1986-04-29,Robert Palmer,Addicted To Love,1
1986-04-30,Robert Palmer,Addicted To Love,1
1986-05-01,Robert Palmer,Addicted To Love,1
1986-05-02,Robert Palmer,Addicted To Love,1
1986-05-03,Robert Palmer,Addicted To Love,1
1986-05-04,Robert Palmer,Addicted To Love,1
1986-05-05,Pet Shop Boys,West End Girls,1
1986-05-06,Pet Shop Boys,West End Girls,1
1986-05-07,Pet Shop Boys,West End Girls,1
1986-05-08,Pet Shop Boys,West End Girls,1
1986-05-09,Pet Shop Boys,West End Girls,1
1986-05-10,Pet Shop Boys,West End Girls,1
1986-05-11,Pet Shop Boys,West End Girls,1
1986-05-12,Whitney Houston,Greatest Love Of All,3
1986-05-13,Whitney Houston,Greatest Love Of All,3
1986-05-14,Whitney Houston,Greatest Love Of All,3
1986-05-15,Whitney Houston,Greatest Love Of All,3
1986-05-16,Whitney Houston,Greatest Love Of All,3
1986-05-17,Whitney Houston,Greatest Love Of All,3
1986-05-18,Whitney Houston,Greatest Love Of All,3
1986-05-19,Whitney Houston,Greatest Love Of All,3
1986-05-20,Whitney Houston,Greatest Love Of All,3
1986-05-21,Whitney Houston,Greatest Love Of All,3
1986-05-22,Whitney Houston,Greatest Love Of All,3
1986-05-23,Whitney Houston,Greatest Love Of All,3
1986-05-24,Whitney Houston,Greatest Love Of All,3
1986-05-25,Whitney Houston,Greatest Love Of All,3
1986-05-26,Whitney Houston,Greatest Love Of All,3
1986-05-27,Whitney Houston,Greatest Love Of All,3
1986-05-28,Whitney Houston,Greatest Love Of All,3
1986-05-29,Whitney Houston,Greatest Love Of All,3
1986-05-30,Whitney Houston,Greatest Love Of All,3
1986-05-31,Whitney Houston,Greatest Love Of All,3
1986-06-01,Whitney Houston,Greatest Love Of All,3
1986-06-02,Madonna,Live To Tell,1
1986-06-03,Madonna,Live To Tell,1
1986-06-04,Madonna,Live To Tell,1
1986-06-05,Madonna,Live To Tell,1
1986-06-06,Madonna,Live To Tell,1
1986-06-07,Madonna,Live To Tell,1
1986-06-08,Madonna,Live To Tell,1
1986-06-09,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-10,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-11,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-12,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-13,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-14,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-15,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-16,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-17,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-18,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-19,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-20,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-21,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-22,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-23,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-24,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-25,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-26,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-27,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-28,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-29,Patti LaBelle & Michael McDonald,On My Own,3
1986-06-30,Billy Ocean,There'll Be Sad Songs (To Make You Cry),1
1986-07-01,Billy Ocean,There'll Be Sad Songs (To Make You Cry),1
1986-07-02,Billy Ocean,There'll Be Sad Songs (To Make You Cry),1
1986-07-03,Billy Ocean,There'll Be Sad Songs (To Make You Cry),1
1986-07-04,Billy Ocean,There'll Be Sad Songs (To Make You Cry),1
1986-07-05,Billy Ocean,There'll Be Sad Songs (To Make You Cry),1
1986-07-06,Billy Ocean,There'll Be Sad Songs (To Make You Cry),1
1986-07-07,Simply Red,Holding Back The Years,1
1986-07-08,Simply Red,Holding Back The Years,1
1986-07-09,Simply Red,Holding Back The Years,1
1986-07-10,Simply Red,Holding Back The Years,1
1986-07-11,Simply Red,Holding Back The Years,1
1986-07-12,Simply Red,Holding Back The Years,1
1986-07-13,Simply Red,Holding Back The Years,1
1986-07-14,Genesis,Invisible Touch,1
1986-07-15,Genesis,Invisible Touch,1
1986-07-16,Genesis,Invisible Touch,1
1986-07-17,Genesis,Invisible Touch,1
1986-07-18,Genesis,Invisible Touch,1
1986-07-19,Genesis,Invisible Touch,1
1986-07-20,Genesis,Invisible Touch,1
1986-07-21,Peter Gabriel,Sledgehammer,1
1986-07-22,Peter Gabriel,Sledgehammer,1
1986-07-23,Peter Gabriel,Sledgehammer,1
1986-07-24,Peter Gabriel,Sledgehammer,1
1986-07-25,Peter Gabriel,Sledgehammer,1
1986-07-26,Peter Gabriel,Sledgehammer,1
1986-07-27,Peter Gabriel,Sledgehammer,1
1986-07-28,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-07-29,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-07-30,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-07-31,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-01,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-02,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-03,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-04,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-05,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-06,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-07,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-08,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-09,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-10,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1986-08-11,Madonna,Papa Don't Preach,2
1986-08-12,Madonna,Papa Don't Preach,2
1986-08-13,Madonna,Papa Don't Preach,2
1986-08-14,Madonna,Papa Don't Preach,2
1986-08-15,Madonna,Papa Don't Preach,2
1986-08-16,Madonna,Papa Don't Preach,2
1986-08-17,Madonna,Papa Don't Preach,2
1986-08-18,Madonna,Papa Don't Preach,2
1986-08-19,Madonna,Papa Don't Preach,2
1986-08-20,Madonna,Papa Don't Preach,2
1986-08-21,Madonna,Papa Don't Preach,2
1986-08-22,Madonna,Papa Don't Preach,2
1986-08-23,Madonna,Papa Don't Preach,2
1986-08-24,Madonna,Papa Don't Preach,2
1986-08-25,Steve Winwood,Higher Love,1
1986-08-26,Steve Winwood,Higher Love,1
1986-08-27,Steve Winwood,Higher Love,1
1986-08-28,Steve Winwood,Higher Love,1
1986-08-29,Steve Winwood,Higher Love,1
1986-08-30,Steve Winwood,Higher Love,1
1986-08-31,Steve Winwood,Higher Love,1
1986-09-01,Bananarama,Venus,7
1986-09-02,Bananarama,Venus,7
1986-09-03,Bananarama,Venus,7
1986-09-04,Bananarama,Venus,7
1986-09-05,Bananarama,Venus,7
1986-09-06,Bananarama,Venus,7
1986-09-07,Bananarama,Venus,7
1986-09-08,Berlin,"Take My Breath Away (Love Theme From ""Top Gun"")",1
1986-09-09,Berlin,"Take My Breath Away (Love Theme From ""Top Gun"")",1
1986-09-10,Berlin,"Take My Breath Away (Love Theme From ""Top Gun"")",1
1986-09-11,Berlin,"Take My Breath Away (Love Theme From ""Top Gun"")",1
1986-09-12,Berlin,"Take My Breath Away (Love Theme From ""Top Gun"")",1
1986-09-13,Berlin,"Take My Breath Away (Love Theme From ""Top Gun"")",1
1986-09-14,Berlin,"Take My Breath Away (Love Theme From ""Top Gun"")",1
1986-09-15,Huey Lewis & The News,Stuck With You,3
1986-09-16,Huey Lewis & The News,Stuck With You,3
1986-09-17,Huey Lewis & The News,Stuck With You,3
1986-09-18,Huey Lewis & The News,Stuck With You,3
1986-09-19,Huey Lewis & The News,Stuck With You,3
1986-09-20,Huey Lewis & The News,Stuck With You,3
1986-09-21,Huey Lewis & The News,Stuck With You,3
1986-09-22,Huey Lewis & The News,Stuck With You,3
1986-09-23,Huey Lewis & The News,Stuck With You,3
1986-09-24,Huey Lewis & The News,Stuck With You,3
1986-09-25,Huey Lewis & The News,Stuck With You,3
1986-09-26,Huey Lewis & The News,Stuck With You,3
1986-09-27,Huey Lewis & The News,Stuck With You,3
1986-09-28,Huey Lewis & The News,Stuck With You,3
1986-09-29,Huey Lewis & The News,Stuck With You,3
1986-09-30,Huey Lewis & The News,Stuck With You,3
1986-10-01,Huey Lewis & The News,Stuck With You,3
1986-10-02,Huey Lewis & The News,Stuck With You,3
1986-10-03,Huey Lewis & The News,Stuck With You,3
1986-10-04,Huey Lewis & The News,Stuck With You,3
1986-10-05,Huey Lewis & The News,Stuck With You,3
1986-10-06,Janet Jackson,When I Think Of You,2
1986-10-07,Janet Jackson,When I Think Of You,2
1986-10-08,Janet Jackson,When I Think Of You,2
1986-10-09,Janet Jackson,When I Think Of You,2
1986-10-10,Janet Jackson,When I Think Of You,2
1986-10-11,Janet Jackson,When I Think Of You,2
1986-10-12,Janet Jackson,When I Think Of You,2
1986-10-13,Janet Jackson,When I Think Of You,2
1986-10-14,Janet Jackson,When I Think Of You,2
1986-10-15,Janet Jackson,When I Think Of You,2
1986-10-16,Janet Jackson,When I Think Of You,2
1986-10-17,Janet Jackson,When I Think Of You,2
1986-10-18,Janet Jackson,When I Think Of You,2
1986-10-19,Janet Jackson,When I Think Of You,2
1986-10-20,Cyndi Lauper,True Colors,2
1986-10-21,Cyndi Lauper,True Colors,2
1986-10-22,Cyndi Lauper,True Colors,2
1986-10-23,Cyndi Lauper,True Colors,2
1986-10-24,Cyndi Lauper,True Colors,2
1986-10-25,Cyndi Lauper,True Colors,2
1986-10-26,Cyndi Lauper,True Colors,2
1986-10-27,Cyndi Lauper,True Colors,2
1986-10-28,Cyndi Lauper,True Colors,2
1986-10-29,Cyndi Lauper,True Colors,2
1986-10-30,Cyndi Lauper,True Colors,2
1986-10-31,Cyndi Lauper,True Colors,2
1986-11-01,Cyndi Lauper,True Colors,2
1986-11-02,Cyndi Lauper,True Colors,2
1986-11-03,Boston,Amanda,2
1986-11-04,Boston,Amanda,2
1986-11-05,Boston,Amanda,2
1986-11-06,Boston,Amanda,2
1986-11-07,Boston,Amanda,2
1986-11-08,Boston,Amanda,2
1986-11-09,Boston,Amanda,2
1986-11-10,Boston,Amanda,2
1986-11-11,Boston,Amanda,2
1986-11-12,Boston,Amanda,2
1986-11-13,Boston,Amanda,2
1986-11-14,Boston,Amanda,2
1986-11-15,Boston,Amanda,2
1986-11-16,Boston,Amanda,2
1986-11-17,The Human League,Human,1
1986-11-18,The Human League,Human,1
1986-11-19,The Human League,Human,1
1986-11-20,The Human League,Human,1
1986-11-21,The Human League,Human,1
1986-11-22,The Human League,Human,1
1986-11-23,The Human League,Human,1
1986-11-24,Bon Jovi,You Give Love A Bad Name,1
1986-11-25,Bon Jovi,You Give Love A Bad Name,1
1986-11-26,Bon Jovi,You Give Love A Bad Name,1
1986-11-27,Bon Jovi,You Give Love A Bad Name,1
1986-11-28,Bon Jovi,You Give Love A Bad Name,1
1986-11-29,Bon Jovi,You Give Love A Bad Name,1
1986-11-30,Bon Jovi,You Give Love A Bad Name,1
1986-12-01,Peter Cetera With Amy Grant,The Next Time I Fall,1
1986-12-02,Peter Cetera With Amy Grant,The Next Time I Fall,1
1986-12-03,Peter Cetera With Amy Grant,The Next Time I Fall,1
1986-12-04,Peter Cetera With Amy Grant,The Next Time I Fall,1
1986-12-05,Peter Cetera With Amy Grant,The Next Time I Fall,1
1986-12-06,Peter Cetera With Amy Grant,The Next Time I Fall,1
1986-12-07,Peter Cetera With Amy Grant,The Next Time I Fall,1
1986-12-08,Bruce Hornsby & The Range,The Way It Is,1
1986-12-09,Bruce Hornsby & The Range,The Way It Is,1
1986-12-10,Bruce Hornsby & The Range,The Way It Is,1
1986-12-11,Bruce Hornsby & The Range,The Way It Is,1
1986-12-12,Bruce Hornsby & The Range,The Way It Is,1
1986-12-13,Bruce Hornsby & The Range,The Way It Is,1
1986-12-14,Bruce Hornsby & The Range,The Way It Is,1
1986-12-15,The Bangles,Walk Like An Egyptian,4
1986-12-16,The Bangles,Walk Like An Egyptian,4
1986-12-17,The Bangles,Walk Like An Egyptian,4
1986-12-18,The Bangles,Walk Like An Egyptian,4
1986-12-19,The Bangles,Walk Like An Egyptian,4
1986-12-20,The Bangles,Walk Like An Egyptian,4
1986-12-21,The Bangles,Walk Like An Egyptian,4
1986-12-22,The Bangles,Walk Like An Egyptian,4
1986-12-23,The Bangles,Walk Like An Egyptian,4
1986-12-24,The Bangles,Walk Like An Egyptian,4
1986-12-25,The Bangles,Walk Like An Egyptian,4
1986-12-26,The Bangles,Walk Like An Egyptian,4
1986-12-27,The Bangles,Walk Like An Egyptian,4
1986-12-28,The Bangles,Walk Like An Egyptian,4
1986-12-29,The Bangles,Walk Like An Egyptian,4
1986-12-30,The Bangles,Walk Like An Egyptian,4
1986-12-31,The Bangles,Walk Like An Egyptian,4
1987-01-01,The Bangles,Walk Like An Egyptian,4
1987-01-02,The Bangles,Walk Like An Egyptian,4
1987-01-03,The Bangles,Walk Like An Egyptian,4
1987-01-04,The Bangles,Walk Like An Egyptian,4
1987-01-05,The Bangles,Walk Like An Egyptian,4
1987-01-06,The Bangles,Walk Like An Egyptian,4
1987-01-07,The Bangles,Walk Like An Egyptian,4
1987-01-08,The Bangles,Walk Like An Egyptian,4
1987-01-09,The Bangles,Walk Like An Egyptian,4
1987-01-10,The Bangles,Walk Like An Egyptian,4
1987-01-11,The Bangles,Walk Like An Egyptian,4
1987-01-12,Gregory Abbott,Shake You Down,1
1987-01-13,Gregory Abbott,Shake You Down,1
1987-01-14,Gregory Abbott,Shake You Down,1
1987-01-15,Gregory Abbott,Shake You Down,1
1987-01-16,Gregory Abbott,Shake You Down,1
1987-01-17,Gregory Abbott,Shake You Down,1
1987-01-18,Gregory Abbott,Shake You Down,1
1987-01-19,Billy Vera & The Beaters,At This Moment,2
1987-01-20,Billy Vera & The Beaters,At This Moment,2
1987-01-21,Billy Vera & The Beaters,At This Moment,2
1987-01-22,Billy Vera & The Beaters,At This Moment,2
1987-01-23,Billy Vera & The Beaters,At This Moment,2
1987-01-24,Billy Vera & The Beaters,At This Moment,2
1987-01-25,Billy Vera & The Beaters,At This Moment,2
1987-01-26,Billy Vera & The Beaters,At This Moment,2
1987-01-27,Billy Vera & The Beaters,At This Moment,2
1987-01-28,Billy Vera & The Beaters,At This Moment,2
1987-01-29,Billy Vera & The Beaters,At This Moment,2
1987-01-30,Billy Vera & The Beaters,At This Moment,2
1987-01-31,Billy Vera & The Beaters,At This Moment,2
1987-02-01,Billy Vera & The Beaters,At This Moment,2
1987-02-02,Madonna,Open Your Heart,1
1987-02-03,Madonna,Open Your Heart,1
1987-02-04,Madonna,Open Your Heart,1
1987-02-05,Madonna,Open Your Heart,1
1987-02-06,Madonna,Open Your Heart,1
1987-02-07,Madonna,Open Your Heart,1
1987-02-08,Madonna,Open Your Heart,1
1987-02-09,Bon Jovi,Livin' On A Prayer,4
1987-02-10,Bon Jovi,Livin' On A Prayer,4
1987-02-11,Bon Jovi,Livin' On A Prayer,4
1987-02-12,Bon Jovi,Livin' On A Prayer,4
1987-02-13,Bon Jovi,Livin' On A Prayer,4
1987-02-14,Bon Jovi,Livin' On A Prayer,4
1987-02-15,Bon Jovi,Livin' On A Prayer,4
1987-02-16,Bon Jovi,Livin' On A Prayer,4
1987-02-17,Bon Jovi,Livin' On A Prayer,4
1987-02-18,Bon Jovi,Livin' On A Prayer,4
1987-02-19,Bon Jovi,Livin' On A Prayer,4
1987-02-20,Bon Jovi,Livin' On A Prayer,4
1987-02-21,Bon Jovi,Livin' On A Prayer,4
1987-02-22,Bon Jovi,Livin' On A Prayer,4
1987-02-23,Bon Jovi,Livin' On A Prayer,4
1987-02-24,Bon Jovi,Livin' On A Prayer,4
1987-02-25,Bon Jovi,Livin' On A Prayer,4
1987-02-26,Bon Jovi,Livin' On A Prayer,4
1987-02-27,Bon Jovi,Livin' On A Prayer,4
1987-02-28,Bon Jovi,Livin' On A Prayer,4
1987-03-01,Bon Jovi,Livin' On A Prayer,4
1987-03-02,Bon Jovi,Livin' On A Prayer,4
1987-03-03,Bon Jovi,Livin' On A Prayer,4
1987-03-04,Bon Jovi,Livin' On A Prayer,4
1987-03-05,Bon Jovi,Livin' On A Prayer,4
1987-03-06,Bon Jovi,Livin' On A Prayer,4
1987-03-07,Bon Jovi,Livin' On A Prayer,4
1987-03-08,Bon Jovi,Livin' On A Prayer,4
1987-03-09,Huey Lewis & The News,Jacob's Ladder,1
1987-03-10,Huey Lewis & The News,Jacob's Ladder,1
1987-03-11,Huey Lewis & The News,Jacob's Ladder,1
1987-03-12,Huey Lewis & The News,Jacob's Ladder,1
1987-03-13,Huey Lewis & The News,Jacob's Ladder,1
1987-03-14,Huey Lewis & The News,Jacob's Ladder,1
1987-03-15,Huey Lewis & The News,Jacob's Ladder,1
1987-03-16,Club Nouveau,Lean On Me,5
1987-03-17,Club Nouveau,Lean On Me,5
1987-03-18,Club Nouveau,Lean On Me,5
1987-03-19,Club Nouveau,Lean On Me,5
1987-03-20,Club Nouveau,Lean On Me,5
1987-03-21,Club Nouveau,Lean On Me,5
1987-03-22,Club Nouveau,Lean On Me,5
1987-03-23,Club Nouveau,Lean On Me,5
1987-03-24,Club Nouveau,Lean On Me,5
1987-03-25,Club Nouveau,Lean On Me,5
1987-03-26,Club Nouveau,Lean On Me,5
1987-03-27,Club Nouveau,Lean On Me,5
1987-03-28,Club Nouveau,Lean On Me,5
1987-03-29,Club Nouveau,Lean On Me,5
1987-03-30,Starship,Nothing's Gonna Stop Us Now,2
1987-03-31,Starship,Nothing's Gonna Stop Us Now,2
1987-04-01,Starship,Nothing's Gonna Stop Us Now,2
1987-04-02,Starship,Nothing's Gonna Stop Us Now,2
1987-04-03,Starship,Nothing's Gonna Stop Us Now,2
1987-04-04,Starship,Nothing's Gonna Stop Us Now,2
1987-04-05,Starship,Nothing's Gonna Stop Us Now,2
1987-04-06,Starship,Nothing's Gonna Stop Us Now,2
1987-04-07,Starship,Nothing's Gonna Stop Us Now,2
1987-04-08,Starship,Nothing's Gonna Stop Us Now,2
1987-04-09,Starship,Nothing's Gonna Stop Us Now,2
1987-04-10,Starship,Nothing's Gonna Stop Us Now,2
1987-04-11,Starship,Nothing's Gonna Stop Us Now,2
1987-04-12,Starship,Nothing's Gonna Stop Us Now,2
1987-04-13,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-14,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-15,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-16,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-17,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-18,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-19,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-20,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-21,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-22,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-23,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-24,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-25,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-26,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),2
1987-04-27,Cutting Crew,(I Just) Died In Your Arms,2
1987-04-28,Cutting Crew,(I Just) Died In Your Arms,2
1987-04-29,Cutting Crew,(I Just) Died In Your Arms,2
1987-04-30,Cutting Crew,(I Just) Died In Your Arms,2
1987-05-01,Cutting Crew,(I Just) Died In Your Arms,2
1987-05-02,Cutting Crew,(I Just) Died In Your Arms,2
1987-05-03,Cutting Crew,(I Just) Died In Your Arms,2
